Region,Level,Item,production
Middle East,Commodity,"Motor vehicles, trailers and semi-trailers (34)",88447203819.48264
Middle East,Commodity,Other transport equipment (35),26066484560.890694
Middle East,Commodity,Furniture; other manufactured goods n.e.c. (36),40433666712.247185
Middle East,Commodity,Secondary raw materials,3037837768.739047
Middle East,Commodity,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
Middle East,Commodity,Electricity by coal,4000986300.044817
Middle East,Commodity,Electricity by gas,34919869954.12934
Middle East,Commodity,Electricity by nuclear,1117065205.9249144
Middle East,Commodity,Electricity by hydro,2667409652.2791667
Middle East,Commodity,Electricity by wind,181913750.68390232
Middle East,Commodity,Electricity by petroleum and other oil derivatives,21403314058.742725
Middle East,Commodity,Electricity by biomass and waste,150487970.3451853
Middle East,Commodity,Electricity by solar photovoltaic,84495343.41741188
Middle East,Commodity,Electricity by solar thermal,608.7272637728053
Middle East,Commodity,"Electricity by tide, wave, ocean",10749222.532805689
Middle East,Commodity,Electricity by Geothermal,52009722.71434737
Middle East,Commodity,Electricity nec,139536247.2439606
Middle East,Commodity,Transmission services of electricity,9024763718.612568
Middle East,Commodity,Distribution and trade services of electricity,38190953978.570724
Middle East,Commodity,Coke oven gas,158554918.50086272
Middle East,Commodity,Blast Furnace Gas,262960458.36982265
Middle East,Commodity,Oxygen Steel Furnace Gas,73588701.63452905
Middle East,Commodity,Gas Works Gas,67972071.96140835
Middle East,Commodity,Biogas,266073230.8657905
Middle East,Commodity,Distribution services of gaseous fuels through mains,12814407687.399097
Middle East,Commodity,Steam and hot water supply services,3757764414.12159
Middle East,Commodity,"Collected and purified water, distribution services of water (41)",11807911588.124056
Middle East,Commodity,Construction work (45),532769887452.4269
Middle East,Commodity,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
Middle East,Commodity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",62034940073.14723
Middle East,Commodity,Retail trade services of motor fuel,3488612156.035711
Middle East,Commodity,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",141163215384.93643
Middle East,Commodity,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",96606834743.7089
Middle East,Commodity,Hotel and restaurant services (55),144281385617.0137
Middle East,Commodity,Railway transportation services,26403212492.452873
Middle East,Commodity,Other land transportation services,105345038104.52829
Middle East,Commodity,Transportation services via pipelines,4849747182.560424
Middle East,Commodity,Sea and coastal water transportation services,25086544684.798958
Middle East,Commodity,Inland water transportation services,1214985079.7533169
Middle East,Commodity,Air transport services (62),31689569984.779984
Middle East,Commodity,Supporting and auxiliary transport services; travel agency services (63),96320414791.26741
Middle East,Commodity,Post and telecommunication services (64),124102704489.90417
Middle East,Commodity,"Financial intermediation services, except insurance and pension funding services (65)",93962943237.97086
Middle East,Commodity,"Insurance and pension funding services, except compulsory social security services (66)",60786982818.00073
Middle East,Commodity,Services auxiliary to financial intermediation (67),49388074090.24822
Middle East,Commodity,Real estate services (70),278821308270.80896
Middle East,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),49116601643.031784
Middle East,Commodity,Computer and related services (72),90830798177.62698
Middle East,Commodity,Research and development services (73),31975351849.790504
Middle East,Commodity,Other business services (74),259643196732.02493
Middle East,Commodity,Public administration and defence services; compulsory social security services (75),301501341669.90216
Middle East,Commodity,Education services (80),117792411737.6559
Middle East,Commodity,Health and social work services (85),225432326691.6842
Middle East,Commodity,Food waste for treatment: incineration,1263364114.3873954
Middle East,Commodity,Paper waste for treatment: incineration,1298490149.6272883
Middle East,Commodity,Plastic waste for treatment: incineration,863725956.621631
Middle East,Commodity,Intert/metal waste for treatment: incineration,922475782.9474676
Middle East,Commodity,Textiles waste for treatment: incineration,381651477.5423832
Middle East,Commodity,Wood waste for treatment: incineration,551268051.1674018
Middle East,Commodity,Oil/hazardous waste for treatment: incineration,659216132.8067212
Middle East,Commodity,Food waste for treatment: biogasification and land application,307378928.0907783
Middle East,Commodity,Paper waste for treatment: biogasification and land application,42416595.55624033
Middle East,Commodity,Sewage sludge for treatment: biogasification and land application,1300529864.1978216
Middle East,Commodity,Food waste for treatment: composting and land application,1004064093.5950682
Middle East,Commodity,Paper and wood waste for treatment: composting and land application,206966813.11906022
Middle East,Commodity,Food waste for treatment: waste water treatment,3887682213.0928345
Middle East,Commodity,Other waste for treatment: waste water treatment,4215898869.9707265
Middle East,Commodity,Food waste for treatment: landfill,3517466506.694274
Middle East,Commodity,Paper for treatment: landfill,2111421709.4377356
Middle East,Commodity,Plastic waste for treatment: landfill,1266330727.3521645
Middle East,Commodity,Inert/metal/hazardous waste for treatment: landfill,2178142739.720977
Middle East,Commodity,Textiles waste for treatment: landfill,503099084.6969665
Middle East,Commodity,Wood waste for treatment: landfill,697656972.5309229
Middle East,Commodity,Membership organisation services n.e.c. (91),22050245221.634052
Middle East,Commodity,"Recreational, cultural and sporting services (92)",56804439934.420364
Middle East,Commodity,Other services (93),35533355190.706474
Middle East,Commodity,Private households with employed persons (95),6245828637.944828
Middle East,Commodity,Extra-territorial organizations and bodies,0.0
EU,Activity,Cultivation of paddy rice,1812632016.8490126
EU,Activity,Cultivation of wheat,32326234210.358795
EU,Activity,Cultivation of cereal grains nec,36812720070.14657
EU,Activity,"Cultivation of vegetables, fruit, nuts",125073129757.28389
EU,Activity,Cultivation of oil seeds,25565642314.25641
EU,Activity,"Cultivation of sugar cane, sugar beet",4796482123.269831
EU,Activity,Cultivation of plant-based fibers,1009155544.5403628
EU,Activity,Cultivation of crops nec,35401506939.35804
EU,Activity,Cattle farming,29137806736.241673
EU,Activity,Pigs farming,37486780769.24279
EU,Activity,Poultry farming,35535285618.50022
EU,Activity,Meat animals nec,11881674143.382908
EU,Activity,Animal products nec,1197509034.701035
EU,Activity,Raw milk,73194171939.48283
EU,Activity,"Wool, silk-worm cocoons",127534698.68171242
EU,Activity,"Manure treatment (conventional), storage and land application",20491.32839255145
EU,Activity,"Manure treatment (biogas), storage and land application",20491.32839255145
EU,Activity,"Forestry, logging and related service activities (02)",49448696180.47322
EU,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",17571895043.70157
EU,Activity,Mining of coal and lignite; extraction of peat (10),27640870092.292873
EU,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",16192690120.360104
EU,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",14029073855.00132
EU,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",330324778.4599988
EU,Activity,Mining of uranium and thorium ores (12),636054942.0604922
EU,Activity,Mining of iron ores,505918968.6014607
EU,Activity,Mining of copper ores and concentrates,9041898630.161058
EU,Activity,Mining of nickel ores and concentrates,81414412.76543444
EU,Activity,Mining of aluminium ores and concentrates,195075889.98495156
EU,Activity,Mining of precious metal ores and concentrates,627866134.8867351
EU,Activity,"Mining of lead, zinc and tin ores and concentrates",1379143022.182483
EU,Activity,Mining of other non-ferrous metal ores and concentrates,1661558594.399228
EU,Activity,Quarrying of stone,18895513330.691525
EU,Activity,Quarrying of sand and clay,25778729146.521526
EU,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",6818297601.17637
EU,Activity,Processing of meat cattle,46413535932.10819
EU,Activity,Processing of meat pigs,55520950714.63389
EU,Activity,Processing of meat poultry,42566154712.14232
EU,Activity,Production of meat products nec,102878385714.46658
EU,Activity,Processing vegetable oils and fats,40788445843.82075
EU,Activity,Processing of dairy products,158614760965.3805
EU,Activity,Processed rice,3578064916.412172
EU,Activity,Sugar refining,21319810164.042313
EU,Activity,Processing of Food products nec,426220490760.4086
EU,Activity,Manufacture of beverages,162495754896.12198
EU,Activity,Manufacture of fish products,35080416171.83209
EU,Activity,Manufacture of tobacco products (16),23426618385.931675
EU,Activity,Manufacture of textiles (17),139619021281.76324
EU,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),116476804041.99673
EU,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",63902643272.15197
EU,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",131141186210.194
EU,Activity,Re-processing of secondary wood material into new wood material,43210035431.145294
EU,Activity,Pulp,21426567905.60351
EU,Activity,Re-processing of secondary paper into new pulp,38745998461.376366
EU,Activity,Paper,131443493240.42192
EU,Activity,"Publishing, printing and reproduction of recorded media (22)",274538690092.00656
EU,Activity,Manufacture of coke oven products,5065451922.33869
EU,Activity,Petroleum Refinery,347526402879.72516
EU,Activity,Processing of nuclear fuel,4137785690.3353224
EU,Activity,"Plastics, basic",271940282134.14084
EU,Activity,Re-processing of secondary plastic into new plastic,87581407826.02068
EU,Activity,N-fertiliser,1097008631.8771102
EU,Activity,P- and other fertiliser,8435247271.937547
EU,Activity,Chemicals nec,198984290571.9241
EU,Activity,Manufacture of rubber and plastic products (25),329192377103.7955
EU,Activity,Manufacture of glass and glass products,31118594593.052227
EU,Activity,Re-processing of secondary glass into new glass,11636040338.460438
EU,Activity,Manufacture of ceramic goods,31995874756.249054
EU,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",15759165318.973316
EU,Activity,"Manufacture of cement, lime and plaster",116160624631.38945
EU,Activity,Re-processing of ash into clinker,26866025852.863552
EU,Activity,Manufacture of other non-metallic mineral products n.e.c.,45491195778.82806
EU,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,134304136692.93909
EU,Activity,Re-processing of secondary steel into new steel,84767134655.84143
EU,Activity,Precious metals production,17859969992.033
EU,Activity,Re-processing of secondary preciuos metals into new preciuos metals,204802.66818308184
EU,Activity,Aluminium production,36650287676.51577
EU,Activity,Re-processing of secondary aluminium into new aluminium,33737117785.265972
EU,Activity,"Lead, zinc and tin production",10986011211.726196
EU,Activity,"Re-processing of secondary lead into new lead, zinc and tin",3033685266.4036756
EU,Activity,Copper production,59112274536.602036
EU,Activity,Re-processing of secondary copper into new copper,10650564341.580973
EU,Activity,Other non-ferrous metal production,10862757716.978687
EU,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,6304076.734432111
EU,Activity,Casting of metals,48453280018.04578
EU,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",597585953742.9574
EU,Activity,Manufacture of machinery and equipment n.e.c. (29),814009905797.7513
EU,Activity,Manufacture of office machinery and computers (30),101143837282.7444
EU,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),381835149374.4888
EU,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",224035077783.3891
EU,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",208188943267.1094
EU,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",868173012467.2936
EU,Activity,Manufacture of other transport equipment (35),236188436652.44977
EU,Activity,Manufacture of furniture; manufacturing n.e.c. (36),238979252283.07803
EU,Activity,Recycling of waste and scrap,32670567823.76005
EU,Activity,Recycling of bottles by direct reuse,10473454451.607752
EU,Activity,Production of electricity by coal,78002912445.22462
EU,Activity,Production of electricity by gas,74844010028.05956
EU,Activity,Production of electricity by nuclear,67895968167.25176
EU,Activity,Production of electricity by hydro,27194779455.17966
EU,Activity,Production of electricity by wind,11301344850.516115
EU,Activity,Production of electricity by petroleum and other oil derivatives,12068945903.933413
EU,Activity,Production of electricity by biomass and waste,9668265904.315386
EU,Activity,Production of electricity by solar photovoltaic,674018115.2977247
EU,Activity,Production of electricity by solar thermal,1067509.058823328
EU,Activity,"Production of electricity by tide, wave, ocean",101365971.87745506
EU,Activity,Production of electricity by Geothermal,818276396.2207626
EU,Activity,Production of electricity nec,3552558968.2267327
EU,Activity,Transmission of electricity,48811596158.3872
EU,Activity,Distribution and trade of electricity,217069703166.00928
EU,Activity,Manufacture of gas; distribution of gaseous fuels through mains,177406352345.22565
EU,Activity,Steam and hot water supply,24479739858.838436
EU,Activity,"Collection, purification and distribution of water (41)",83493723430.61351
EU,Activity,Construction (45),1952851024236.9812
EU,Activity,Re-processing of secondary construction material into aggregates,2224380070.525472
EU,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",342316377988.31226
EU,Activity,Retail sale of automotive fuel,40682191120.16005
EU,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",954205941581.0186
EU,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",408660761623.1481
EU,Activity,Hotels and restaurants (55),910131663859.3014
EU,Activity,Transport via railways,199218830822.64014
EU,Activity,Other land transport,671619080917.8746
EU,Activity,Transport via pipelines,22839538470.054188
EU,Activity,Sea and coastal water transport,125028827551.55176
EU,Activity,Inland water transport,10938924641.23059
EU,Activity,Air transport (62),211161777428.77695
EU,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),780816742407.2161
EU,Activity,Post and telecommunications (64),754488296314.1252
EU,Activity,"Financial intermediation, except insurance and pension funding (65)",750757830002.2932
EU,Activity,"Insurance and pension funding, except compulsory social security (66)",328231757834.1592
EU,Activity,Activities auxiliary to financial intermediation (67),240603730407.36102
EU,Activity,Real estate activities (70),1743201401144.015
EU,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),259944398186.19086
EU,Activity,Computer and related activities (72),436032842759.6239
EU,Activity,Research and development (73),163928141470.55997
EU,Activity,Other business activities (74),1827541184539.3093
EU,Activity,Public administration and defence; compulsory social security (75),1167581660736.6914
EU,Activity,Education (80),820617416059.0466
EU,Activity,Health and social work (85),1318707645077.6016
EU,Activity,Incineration of waste: Food,13046253747.22535
EU,Activity,Incineration of waste: Paper,15878747683.288414
EU,Activity,Incineration of waste: Plastic,13295555097.244576
EU,Activity,Incineration of waste: Metals and Inert materials,23830945001.129482
EU,Activity,Incineration of waste: Textiles,3011258138.434296
EU,Activity,Incineration of waste: Wood,7133118902.858147
EU,Activity,Incineration of waste: Oil/Hazardous waste,16596051080.016748
EU,Activity,"Biogasification of food waste, incl. land application",3275964532.5703073
EU,Activity,"Biogasification of paper, incl. land application",429943903.8484619
EU,Activity,"Biogasification of sewage slugde, incl. land application",13831650089.06951
EU,Activity,"Composting of food waste, incl. land application",17590539363.689064
EU,Activity,"Composting of paper and wood, incl. land application",91540683.3348557
EU,Activity,"Waste water treatment, food",7368327686.106639
EU,Activity,"Waste water treatment, other",12846503621.629368
EU,Activity,Landfill of waste: Food,12585899620.474556
EU,Activity,Landfill of waste: Paper,8672553773.49276
EU,Activity,Landfill of waste: Plastic,1727339687.9580917
EU,Activity,Landfill of waste: Inert/metal/hazardous,15532409988.245953
EU,Activity,Landfill of waste: Textiles,1635201071.4440968
EU,Activity,Landfill of waste: Wood,2980756800.6983542
EU,Activity,Activities of membership organisation n.e.c. (91),229916649998.38626
EU,Activity,"Recreational, cultural and sporting activities (92)",475008329002.74854
EU,Activity,Other service activities (93),180465708462.5979
EU,Activity,Private households with employed persons (95),66896167323.70773
EU,Activity,Extra-territorial organizations and bodies,0.0
RoW,Activity,Cultivation of paddy rice,260194257725.40378
RoW,Activity,Cultivation of wheat,145948611844.79306
RoW,Activity,Cultivation of cereal grains nec,217408385716.717
RoW,Activity,"Cultivation of vegetables, fruit, nuts",733306401327.6168
RoW,Activity,Cultivation of oil seeds,116544421085.67445
RoW,Activity,"Cultivation of sugar cane, sugar beet",68546685659.33124
RoW,Activity,Cultivation of plant-based fibers,96440030452.58188
RoW,Activity,Cultivation of crops nec,302048277762.6386
RoW,Activity,Cattle farming,121771447485.15518
RoW,Activity,Pigs farming,199770172594.77237
RoW,Activity,Poultry farming,172041935898.6227
RoW,Activity,Meat animals nec,57261210515.68361
RoW,Activity,Animal products nec,110253149960.20584
RoW,Activity,Raw milk,224087822999.13205
RoW,Activity,"Wool, silk-worm cocoons",10877115609.324104
RoW,Activity,"Manure treatment (conventional), storage and land application",0.0
RoW,Activity,"Manure treatment (biogas), storage and land application",0.0
RoW,Activity,"Forestry, logging and related service activities (02)",191729144313.23694
RoW,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",452095280807.79877
RoW,Activity,Mining of coal and lignite; extraction of peat (10),361596304944.5898
RoW,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",507956005336.4156
RoW,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",138020475238.45483
RoW,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",13522889948.150856
RoW,Activity,Mining of uranium and thorium ores (12),15540713914.646805
RoW,Activity,Mining of iron ores,88839494596.84845
RoW,Activity,Mining of copper ores and concentrates,81988153142.34271
RoW,Activity,Mining of nickel ores and concentrates,19515465951.216484
RoW,Activity,Mining of aluminium ores and concentrates,8537073012.212689
RoW,Activity,Mining of precious metal ores and concentrates,78964671122.72748
RoW,Activity,"Mining of lead, zinc and tin ores and concentrates",21782677225.37601
RoW,Activity,Mining of other non-ferrous metal ores and concentrates,70115840730.67717
RoW,Activity,Quarrying of stone,52082172540.6927
RoW,Activity,Quarrying of sand and clay,97644591690.22298
RoW,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",37747985058.84422
RoW,Activity,Processing of meat cattle,81636086186.08607
RoW,Activity,Processing of meat pigs,64274313454.25661
RoW,Activity,Processing of meat poultry,66499198498.57174
RoW,Activity,Production of meat products nec,143680602507.59155
RoW,Activity,Processing vegetable oils and fats,177466296863.1354
RoW,Activity,Processing of dairy products,140204933044.11084
RoW,Activity,Processed rice,162644020277.49203
RoW,Activity,Sugar refining,79942365188.02272
RoW,Activity,Processing of Food products nec,1441182551506.8992
RoW,Activity,Manufacture of beverages,293289635865.8834
RoW,Activity,Manufacture of fish products,645818389339.3708
RoW,Activity,Manufacture of tobacco products (16),112584122654.19998
RoW,Activity,Manufacture of textiles (17),1356181468738.7954
RoW,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),729459877734.1229
RoW,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",318242589274.1292
RoW,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",180018863687.44107
RoW,Activity,Re-processing of secondary wood material into new wood material,18358990368.67383
RoW,Activity,Pulp,35663376462.551445
RoW,Activity,Re-processing of secondary paper into new pulp,11170046814.373001
RoW,Activity,Paper,535763987767.35846
RoW,Activity,"Publishing, printing and reproduction of recorded media (22)",593106598809.3562
RoW,Activity,Manufacture of coke oven products,119033038508.45511
RoW,Activity,Petroleum Refinery,1651880240883.1428
RoW,Activity,Processing of nuclear fuel,5876127870.930143
RoW,Activity,"Plastics, basic",315310916842.3473
RoW,Activity,Re-processing of secondary plastic into new plastic,7622070046.200187
RoW,Activity,N-fertiliser,4632701687.175938
RoW,Activity,P- and other fertiliser,131866542371.69489
RoW,Activity,Chemicals nec,2662800574973.2803
RoW,Activity,Manufacture of rubber and plastic products (25),1419316666641.701
RoW,Activity,Manufacture of glass and glass products,433708033789.3057
RoW,Activity,Re-processing of secondary glass into new glass,2246480930.032336
RoW,Activity,Manufacture of ceramic goods,415543329174.41516
RoW,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",20708750064.83385
RoW,Activity,"Manufacture of cement, lime and plaster",214737819485.74014
RoW,Activity,Re-processing of ash into clinker,4457314926.934265
RoW,Activity,Manufacture of other non-metallic mineral products n.e.c.,379250446445.9727
RoW,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,2092580252693.5608
RoW,Activity,Re-processing of secondary steel into new steel,64325835485.73457
RoW,Activity,Precious metals production,144845826383.86285
RoW,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0334526075415291
RoW,Activity,Aluminium production,344608186899.14233
RoW,Activity,Re-processing of secondary aluminium into new aluminium,8287513846.236749
RoW,Activity,"Lead, zinc and tin production",92480205749.78253
RoW,Activity,"Re-processing of secondary lead into new lead, zinc and tin",1820608433.7987654
RoW,Activity,Copper production,263215198212.25702
RoW,Activity,Re-processing of secondary copper into new copper,2110258927.9355583
RoW,Activity,Other non-ferrous metal production,148737340370.87338
RoW,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,1389490333.8985271
RoW,Activity,Casting of metals,186412341641.81363
RoW,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",1325664119009.1096
RoW,Activity,Manufacture of machinery and equipment n.e.c. (29),2644164988420.5674
RoW,Activity,Manufacture of office machinery and computers (30),854096831589.3654
RoW,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),1772347970148.0425
RoW,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",1677212396288.8623
RoW,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",490653107929.18024
RoW,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",2120852361153.3535
RoW,Activity,Manufacture of other transport equipment (35),862580024745.6271
RoW,Activity,Manufacture of furniture; manufacturing n.e.c. (36),1018503726141.8741
RoW,Activity,Recycling of waste and scrap,108941848339.04665
RoW,Activity,Recycling of bottles by direct reuse,2196495.7084625685
RoW,Activity,Production of electricity by coal,396872049725.5175
RoW,Activity,Production of electricity by gas,134048553541.16782
RoW,Activity,Production of electricity by nuclear,78938577079.2923
RoW,Activity,Production of electricity by hydro,101646868752.52412
RoW,Activity,Production of electricity by wind,3379489968.5100617
RoW,Activity,Production of electricity by petroleum and other oil derivatives,38048425803.60079
RoW,Activity,Production of electricity by biomass and waste,7113074463.883136
RoW,Activity,Production of electricity by solar photovoltaic,472026583.3123822
RoW,Activity,Production of electricity by solar thermal,472232.4734031077
RoW,Activity,"Production of electricity by tide, wave, ocean",15817613.228034433
RoW,Activity,Production of electricity by Geothermal,2415047597.0382724
RoW,Activity,Production of electricity nec,5283138550.077934
RoW,Activity,Transmission of electricity,112305865378.90277
RoW,Activity,Distribution and trade of electricity,346367773586.71936
RoW,Activity,Manufacture of gas; distribution of gaseous fuels through mains,147788787423.66226
RoW,Activity,Steam and hot water supply,13950960651.311277
RoW,Activity,"Collection, purification and distribution of water (41)",152612422358.56314
RoW,Activity,Construction (45),6844387607094.906
RoW,Activity,Re-processing of secondary construction material into aggregates,481504733.7112415
RoW,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",885743983451.3142
RoW,Activity,Retail sale of automotive fuel,34684316370.20524
RoW,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",2014218104311.5627
RoW,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",1377334541202.759
RoW,Activity,Hotels and restaurants (55),2663748578398.3613
RoW,Activity,Transport via railways,397414774941.35205
RoW,Activity,Other land transport,1535861689964.8694
RoW,Activity,Transport via pipelines,42291237841.571304
RoW,Activity,Sea and coastal water transport,335762809024.5505
RoW,Activity,Inland water transport,19837633758.144203
RoW,Activity,Air transport (62),410663735447.76666
RoW,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),1235849185786.6677
RoW,Activity,Post and telecommunications (64),1027059080410.6158
RoW,Activity,"Financial intermediation, except insurance and pension funding (65)",1916047521878.1973
RoW,Activity,"Insurance and pension funding, except compulsory social security (66)",943625642076.6215
RoW,Activity,Activities auxiliary to financial intermediation (67),633767832364.5929
RoW,Activity,Real estate activities (70),3335605935398.4414
RoW,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),511204486041.63416
RoW,Activity,Computer and related activities (72),1423803003310.4268
RoW,Activity,Research and development (73),480333900637.7282
RoW,Activity,Other business activities (74),2935012701828.73
RoW,Activity,Public administration and defence; compulsory social security (75),3635654493855.8716
RoW,Activity,Education (80),2427238763679.137
RoW,Activity,Health and social work (85),2956856242259.436
RoW,Activity,Incineration of waste: Food,27202302823.22933
RoW,Activity,Incineration of waste: Paper,27277039445.37276
RoW,Activity,Incineration of waste: Plastic,6638043259.159848
RoW,Activity,Incineration of waste: Metals and Inert materials,6097620917.15779
RoW,Activity,Incineration of waste: Textiles,6408129301.432313
RoW,Activity,Incineration of waste: Wood,7508549649.400282
RoW,Activity,Incineration of waste: Oil/Hazardous waste,8095835666.754588
RoW,Activity,"Biogasification of food waste, incl. land application",3759411555.6020765
RoW,Activity,"Biogasification of paper, incl. land application",660690719.8098965
RoW,Activity,"Biogasification of sewage slugde, incl. land application",5269705894.221418
RoW,Activity,"Composting of food waste, incl. land application",14757667041.034042
RoW,Activity,"Composting of paper and wood, incl. land application",1822568229.4855604
RoW,Activity,"Waste water treatment, food",101688811517.0614
RoW,Activity,"Waste water treatment, other",185646847374.25443
RoW,Activity,Landfill of waste: Food,58652293664.135056
RoW,Activity,Landfill of waste: Paper,29476975646.58825
RoW,Activity,Landfill of waste: Plastic,20630910800.737053
RoW,Activity,Landfill of waste: Inert/metal/hazardous,25992555907.946865
RoW,Activity,Landfill of waste: Textiles,8888691630.233042
RoW,Activity,Landfill of waste: Wood,10550024652.384968
RoW,Activity,Activities of membership organisation n.e.c. (91),411972594483.09247
RoW,Activity,"Recreational, cultural and sporting activities (92)",888093983556.883
RoW,Activity,Other service activities (93),924625374336.3915
RoW,Activity,Private households with employed persons (95),188443517625.27737
RoW,Activity,Extra-territorial organizations and bodies,0.0
USA,Activity,Cultivation of paddy rice,6296615200.451034
USA,Activity,Cultivation of wheat,14446734618.508642
USA,Activity,Cultivation of cereal grains nec,45264737814.90903
USA,Activity,"Cultivation of vegetables, fruit, nuts",89708691855.97699
USA,Activity,Cultivation of oil seeds,29766914488.299862
USA,Activity,"Cultivation of sugar cane, sugar beet",3301266524.5050325
USA,Activity,Cultivation of plant-based fibers,7115641159.552518
USA,Activity,Cultivation of crops nec,44096974664.340195
USA,Activity,Cattle farming,53611439583.95203
USA,Activity,Pigs farming,21516606415.380722
USA,Activity,Poultry farming,37473948875.216415
USA,Activity,Meat animals nec,308909259.8684858
USA,Activity,Animal products nec,9905507520.100328
USA,Activity,Raw milk,36302585082.80479
USA,Activity,"Wool, silk-worm cocoons",22417611.3604704
USA,Activity,"Manure treatment (conventional), storage and land application",0.0
USA,Activity,"Manure treatment (biogas), storage and land application",0.0
USA,Activity,"Forestry, logging and related service activities (02)",68086516882.0455
USA,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",6070893407.863139
USA,Activity,Mining of coal and lignite; extraction of peat (10),63409875161.552765
USA,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",159608667906.98972
USA,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",137491170809.17322
USA,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",16232856677.926487
USA,Activity,Mining of uranium and thorium ores (12),1492521964.082967
USA,Activity,Mining of iron ores,16149300029.653828
USA,Activity,Mining of copper ores and concentrates,5970143630.763127
USA,Activity,Mining of nickel ores and concentrates,0.0
USA,Activity,Mining of aluminium ores and concentrates,128374016.28321901
USA,Activity,Mining of precious metal ores and concentrates,5062213888.778441
USA,Activity,"Mining of lead, zinc and tin ores and concentrates",804980195.9746577
USA,Activity,Mining of other non-ferrous metal ores and concentrates,305738019.7258455
USA,Activity,Quarrying of stone,22590050961.72214
USA,Activity,Quarrying of sand and clay,18608547219.787342
USA,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",6466257773.018158
USA,Activity,Processing of meat cattle,62229034369.332535
USA,Activity,Processing of meat pigs,50285165945.54208
USA,Activity,Processing of meat poultry,62880289226.160934
USA,Activity,Production of meat products nec,34454135123.62369
USA,Activity,Processing vegetable oils and fats,34797075030.50711
USA,Activity,Processing of dairy products,104473625624.35017
USA,Activity,Processed rice,1879165958.42873
USA,Activity,Sugar refining,12144877344.655458
USA,Activity,Processing of Food products nec,399836545522.33075
USA,Activity,Manufacture of beverages,120878748840.777
