,,,EU,EU,EU,EU,EU,EU,EU,RoW,RoW,RoW,RoW,RoW,RoW,RoW,Russia,Russia,Russia,Russia,Russia,Russia,Russia
Russia,Commodity,Other Bituminous Coal,398516891.0740455,553333.5026673441,141144.858466757,25739.19500412168,31343292.66154042,0.0,0.0,566657246.7373762,81570.18422802656,86729035.60477526,1727223.985835772,4297363.507601888,0.0,0.0,213855279.9755559,15169602.728201818,31906341.42007024,0.0,146965498.77082598,0.0,0.0
Russia,Commodity,Sub-Bituminous Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86425.23766239827,0.0,0.0
Russia,Commodity,Patent Fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438318269689738,0.0,0.0,0.0,102228.22776799613,0.0,0.0
Russia,Commodity,Lignite/Brown Coal,764468.1288705468,0.0,0.0,0.0,4783.983722653078,0.0,0.0,27.5970295271091,0.0,61.065967278640095,0.0,0.0,0.0,0.0,1354978.2256771724,1365150.7283849183,1918304.16367714,0.0,12206709.13978499,0.0,0.0
Russia,Commodity,BKB/Peat Briquettes,4.868209474037379e-07,0.0,0.0,1.7574756072756756e-07,0.0,0.0,0.0,252484.03778099606,3.274125759596068,1168.0414339800984,0.002945756782066959,0.0,0.0,0.0,329900.87288857374,4177.87167916298,1522.1378565306438,0.0,42321.07901705028,0.0,0.0
Russia,Commodity,Peat,0.0288924148368433,0.0,0.0,0.1433355961408628,37321.98732397379,0.0,0.0,70578.21257626642,0.0395145938698252,68649.2461375661,0.0108117786030874,0.0,0.0,0.0,0.0,324858.229578739,530738.2418882925,0.0,6194912.652270413,0.0,0.0
Russia,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,0.0,76129209.78042689,2254604.71670158,0.0,0.0,0.0,1.0914367308371975,97.18736877442562,695774666.0648723,76662504.65906128,0.0,0.0,0.0,165742444.34650227,594734267.227163,0.0,1041710414.8732802,0.0,0.0
Russia,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,0.0,27659826.54805208,3347125497.705885,0.0,0.0,879775184.8518276,28.82943946342748,80279.93579832991,866100370.6899567,3578136467.1003747,0.0,0.0,1816693736.9974077,80892964.91544577,370322259.6145898,0.0,615099673.2727908,0.0,0.0
Russia,Commodity,Natural Gas Liquids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028808808912465,0.0,0.0,0.0,0.0,2879847.966751978,629710.9481702663,0.0,1409705953.98505,0.0,0.0
Russia,Commodity,Other Hydrocarbons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9539055.65658776,0.0,0.0
Russia,Commodity,Uranium and thorium ores (12),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156702959.61956358,0.0,0.0,0.0,52853987.74878779,155281111.2480476,0.0,4664615.969848252,0.0,0.0
Russia,Commodity,Iron ores,0.0,0.0,0.0,0.0,844454.5811884437,0.0,0.0,0.0,3.0649940952516026,18402.744858161896,94893.69766841008,796343.9373786729,0.0,0.0,0.0,14605090.543343851,9670242.736080788,0.0,109028.24201456884,0.0,0.0
Russia,Commodity,Copper ores and concentrates,0.0,0.0,0.0,0.0,696.0031581379167,0.0,0.0,0.0,0.0,0.0,0.0,32784095.02064251,0.0,0.0,0.0,24914674.60004752,273832194.40507525,0.0,798109151.1961694,0.0,0.0
Russia,Commodity,Nickel ores and concentrates,0.0,0.0,0.0,0.0,35.14739254741081,0.0,0.0,0.0,0.0,0.0,0.0,374513.8917211399,0.0,0.0,0.0,1435475.2990996991,3034255.7076855395,0.0,10447014.682459883,0.0,0.0
Russia,Commodity,Aluminium ores and concentrates,0.0,0.0,0.0,0.0,687.3118305813815,0.0,0.0,0.0,0.0,18.416869322050548,0.0,0.0,0.0,0.0,0.0,780817.0395011567,2074562.5243841067,0.0,136544461.81433704,0.0,0.0
Russia,Commodity,Precious metal ores and concentrates,0.0,0.0,0.0,0.0,297474.84220760025,0.0,0.0,0.0,0.0,76.70249503874797,0.0,2133522.740294549,0.0,0.0,0.0,1448475.052920099,2634693.808361961,0.0,211351921.2138531,0.0,0.0
Russia,Commodity,"Lead, zinc and tin ores and concentrates",0.0,0.0,0.0,0.0,96607.333620167,0.0,0.0,0.0,0.0,0.0,0.0,86824759.91047414,0.0,0.0,0.0,3458549.322383906,13318255.936945727,0.0,37455558.46385416,0.0,0.0
Russia,Commodity,Other non-ferrous metal ores and concentrates,0.0,0.0,0.0,0.0,9385673.16714179,0.0,0.0,0.0,0.0,212.29192875919156,1681.3038990453592,27640301.37487853,0.0,0.0,0.0,1527486.5154559624,2540438.7064050385,0.0,101092768.50190818,0.0,0.0
Russia,Commodity,Stone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406129.3342995194,524015.04835376993,0.0,4324118.061400816,0.0,0.0
Russia,Commodity,Sand and clay,0.0,0.0,0.0,44.602886707015486,17838.111792818287,0.0,0.0,1157.601611234997,0.0,0.0965502834696854,0.0,3181.1802546227937,0.0,0.0,0.0,1801040.9523904703,1277725.8055407887,0.0,364528281.6499817,0.0,0.0
Russia,Commodity,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",102596262.76991117,0.0,0.0,32241.482476909117,359127859.9963758,0.0,0.0,31382577.573180452,2.229317849288635,4684.208009505383,662752.1062557508,76649931.39359759,0.0,0.0,331072481.4618393,13116427.147542024,4934372.925155761,0.0,290347977.1264845,0.0,0.0
Russia,Commodity,Products of meat cattle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16378503.42676859,49.99396073419235,65.20576845573925,0.0,29.305283683175315,0.0,0.0,0.0,85470600.82045043,3102098.1080759354,0.0,4192537.560941577,0.0,0.0
Russia,Commodity,Products of meat pigs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11645966.363186633,80.94602870628752,508.67074811320333,0.0,4227.060148160327,0.0,0.0,547551546.9648894,4218980.62532862,3659620.4573117415,0.0,0.0,0.0,0.0
Russia,Commodity,Products of meat poultry,321162.5080370243,0.0,3.7223317252203074,0.0,2297.278590557665,0.0,0.0,67530871.43435752,369.73449048985447,2365.295269850949,0.0,178.94372465563316,0.0,0.0,0.0,48463667.82726698,949713.926008176,0.0,7079565.192321986,0.0,0.0
Russia,Commodity,Meat products nec,68881.10779739858,0.0,0.0,0.0,197.5918125285341,0.0,0.0,205626201.5276466,2319.8672127853306,5413.703701497739,0.0,2994.166981380924,0.0,0.0,1313215040.9381928,7293549.739648563,1222820.5428603585,0.0,136985483.23392618,0.0,0.0
Russia,Commodity,products of Vegetable oils and fats,108703788.06188884,2152662.882902571,18841.028059117754,0.0,2211579.658668,0.0,0.0,1095844381.8817322,11.137874936616637,32628.438675020043,0.0,5677480.739670571,0.0,0.0,1865723246.372753,492295.9060336305,4110350.726822985,0.0,1391000811.383773,0.0,0.0
Russia,Commodity,Dairy products,3723566.790692557,4323.979138188711,952.7826851197909,0.0,20691.2525496578,0.0,0.0,293048610.22586167,1238.1614606667363,3731.9731198801164,0.0,6827.375225349799,0.0,0.0,4389730719.815141,28260130.103989396,21699146.57117856,0.0,375900292.4115813,0.0,0.0
Russia,Commodity,Processed rice,3311504.556810935,11450.770462251156,37.19928430777509,0.0,19724.491442998547,0.0,0.0,32015056.779488914,1857.8649680477579,367747.1645343237,0.0,37974.46085757542,0.0,0.0,472077952.5833019,5459915.227718042,4886324.587186449,0.0,720693.1476131477,0.0,0.0
Russia,Commodity,Sugar,87451063.92934003,2077738.0690452335,19589.238735584564,0.0,918731.1704091693,0.0,0.0,232256094.19055682,2.498141025258052,24934.433164344337,0.0,212657.15891185976,0.0,0.0,617949579.2229985,1405488.0773989214,1163501.7837562696,0.0,238730492.0051904,0.0,0.0
Russia,Commodity,Food products nec,143864730.59006265,2670005.3359953007,73504.34340436391,0.0,1869393.842509956,0.0,0.0,4002070283.0916734,50767.63720431728,9612231.468162287,0.0,2678085.79110918,0.0,0.0,32417131444.40757,96002628.15211374,844834073.7002941,0.0,1824910875.2291389,0.0,0.0
Russia,Commodity,Beverages,91065181.00354055,42620.190130276744,10377.57424437195,0.0,938617.2549259816,0.0,0.0,519567878.6535097,2587.7764675985286,97067.89835471833,0.0,1645740.3829254506,0.0,0.0,14596180551.289211,27988944.54933317,12252992.523364844,0.0,553019585.2990974,0.0,0.0
Russia,Commodity,Fish products,92835739.32571866,513030.96965932957,812024.6684841187,0.0,3487033.5758369532,0.0,0.0,4668017825.842401,2601.4564148170793,22808.289649620678,0.0,17653175.90513442,0.0,0.0,28282364631.694653,55307615.5650431,31011748.166322418,0.0,1709709444.3817968,0.0,0.0
Russia,Commodity,Tobacco products (16),16628006.30377457,49.38286746658098,0.0,0.0,304070.33139573113,0.0,0.0,636345328.0942178,0.7458481835756489,0.0,0.0,347440.55565514043,0.0,0.0,9143070563.727442,632503.3480193941,0.0,0.0,228409732.9927889,0.0,0.0
Russia,Commodity,Textiles (17),47605177.20723642,820578.4467833292,365018.1323029587,1198534.3265879508,412485.155973924,0.0,0.0,248606207.88001272,320873.70974998747,235694.9345642172,2840918.157186229,119898509.60233316,0.0,0.0,2154715370.335083,117125763.66268642,14456358.768252231,0.0,315745045.9654829,0.0,0.0
Russia,Commodity,Wearing apparel; furs (18),35075268.86270337,36040.15976746889,63302.7269553745,1404.9973760397609,1416980.276469659,0.0,0.0,456587149.9395576,3238.750901634601,118167.04408657383,48567.83963552649,38586.63045409647,0.0,0.0,2540228112.789206,63162038.99155954,42149739.62455151,0.0,63599191.962315805,0.0,0.0
Russia,Commodity,Leather and leather products (19),73331756.69005357,224464.164955887,279137.81178098754,103732.04374217031,1442464.0825464597,0.0,0.0,261777116.51652762,446599.16527627,233124.78643314057,2813.7907945037746,250692.35353315348,0.0,0.0,4496347189.12961,1195128.922756478,4141583.4027227815,0.0,83657745.52653664,0.0,0.0
Russia,Commodity,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),232143871.83658853,0.0,0.0,81266198.14497773,15734444.4621606,0.0,0.0,854068616.5759435,1203.1100194640333,126031.8119157736,896512115.5293083,18623594.738619637,0.0,0.0,142095751.60040554,15817.97938775054,982361.3850622775,935881734.2477124,342367850.32491344,0.0,0.0
Russia,Commodity,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Pulp,0.0,0.0,4942.930736067393,0.0,7029360.66148512,0.0,0.0,0.0,551374.8412865548,790826.3428322704,4517.589163259487,12972466.747826798,0.0,0.0,0.0,660570.4811186627,27204790.120635174,0.0,1506073517.6969104,0.0,0.0
Russia,Commodity,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Paper and paper products,67345210.91713707,0.0,1216400.6860385379,59.46388105395192,7241493.250669522,0.0,0.0,1899379875.832573,19581136.610228922,17041948.802244514,0.0,12130996.763261007,0.0,0.0,2153256553.633299,16179195.781777589,31332295.412248515,0.0,722996161.0695382,0.0,0.0
Russia,Commodity,Printed matter and recorded media (22),3497435.6738622067,339900.7063295773,29606.26530696475,210705.48364241098,456199.551255728,0.0,0.0,348042155.976365,17872373.739290867,26830346.866172414,14355036.647447912,2993707.8174253274,0.0,0.0,3101359418.1777644,950551.9253070028,83170300.63397779,47406589.65437849,1340812.740269268,0.0,0.0
Russia,Commodity,Coke Oven Coke,715011.4234795086,877.984297524727,151.11475501401912,0.0,8091373.109923866,0.0,0.0,20398466.35568494,4.749799532243987,6438.088552416644,0.0,14089847.81365242,0.0,0.0,0.0,33181452.24948441,332374425.19890153,0.0,33111072.225219022,0.0,0.0
Russia,Commodity,Gas Coke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Coal Tar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.35027408063763,0.0,0.0
Russia,Commodity,Motor Gasoline,1068469190.5061785,80291.78145585478,242836.00015691094,0.0,12102398.382616675,0.0,0.0,1117752795.9164472,392269.08271900297,490356.62192020996,0.0,18348071.839802213,0.0,0.0,10154561203.713495,43050116.39561524,114005487.4459834,0.0,405639038.93414,0.0,0.0
Russia,Commodity,Aviation Gasoline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79480.67363451135,931.0968339043447,3663.130071053413,0.0,164121.7010231698,0.0,0.0
Russia,Commodity,Gasoline Type Jet Fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294143971992321,0.0,0.0
Russia,Commodity,Kerosene Type Jet Fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22117813.86545288,66366407.8591972,993143.0575709388,0.0,183746738.3339325,0.0,0.0
Russia,Commodity,Kerosene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978654.2455290332,0.0,0.0
Russia,Commodity,Gas/Diesel Oil,2230210597.170977,1514024.177481813,1883266.9270352605,0.0,187263865.4288157,0.0,0.0,3158143105.9520507,9622505.475314725,15854871.192132786,0.0,46471596.331169166,0.0,0.0,1568091735.1481586,59451147.54946047,92702080.2211559,0.0,300015369.8460992,0.0,0.0
Russia,Commodity,Heavy Fuel Oil,110437723.06299748,0.0,11874.029538142622,0.0,157661712.46054325,0.0,0.0,1719151431.7872953,0.0,22651.36551042973,0.0,411050786.5948809,0.0,0.0,35305455.991416425,10256209.17347791,16295789.8422637,0.0,160527708.93905237,0.0,0.0
Russia,Commodity,Refinery Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23947230.218341745,0.0,0.0
Russia,Commodity,Liquefied Petroleum Gases (LPG),347266026.1761803,5056444.659852176,993813.9553884232,0.0,48725802.77081799,0.0,0.0,989936917.4588394,47427.198268011845,56082.85945111526,0.0,2285182.9521570588,0.0,0.0,256472711.06673807,44243449.65823235,11115859.495364936,0.0,141216811.01827568,0.0,0.0
Russia,Commodity,Refinery Feedstocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750504.923751875,0.0,0.0
Russia,Commodity,Ethane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16354.391240300336,0.0,0.0
Russia,Commodity,Naphtha,0.0,0.0,0.0,0.0,19756959.474463403,0.0,0.0,25140185.287884332,0.0,0.0,0.0,2889376.1830787165,0.0,0.0,0.0,0.0,0.0,0.0,302265771.3629127,0.0,0.0
Russia,Commodity,White Spirit & SBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367293.0518656108,0.0,0.0
Russia,Commodity,Lubricants,0.0,0.0,0.0,0.0,6251.450788591563,0.0,0.0,43490.18690550686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60860648.22011901,0.0,0.0
Russia,Commodity,Bitumen,0.0,0.0,0.0,0.0,277573.0320277125,0.0,0.0,48881.95688705247,0.0,0.0,0.0,2544.873553447412,0.0,0.0,0.0,0.0,0.0,0.0,15878280.704073964,0.0,0.0
Russia,Commodity,Paraffin Waxes,0.0288154630993429,0.0,0.0,0.0,5466113.677203522,0.0,0.0,9671.670640512097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300401.392594945,0.0,0.0
Russia,Commodity,Petroleum Coke,458051.9604717551,0.0,0.0,0.0,0.0,0.0,0.0,1015046.9227243396,0.0,0.0,0.0,305.98547933305855,0.0,0.0,0.0,0.0,0.0,0.0,5607787.878004258,0.0,0.0
Russia,Commodity,Non-specified Petroleum Products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399938.331993319,0.0,0.0
Russia,Commodity,Nuclear fuel,0.0,0.0,32485.780439849863,0.0,330575890.78046143,0.0,0.0,0.0,192262.6988594115,66475850.1550236,364247.1330467211,9325187.459583258,0.0,0.0,0.0,38471.14985739852,0.0,0.0,24131996.25610307,0.0,0.0
Russia,Commodity,"Plastics, basic",0.0,594.9444556247302,83807880.87745279,44.97893919867634,224103.8459512891,0.0,0.0,23278.72119630412,837518.184431551,31748809.856773168,31489.925296640926,24341925.93949228,0.0,0.0,0.0,2106239.4577195668,154960190.01240215,0.0,174435988.87318558,0.0,0.0
Russia,Commodity,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,N-fertiliser,3463009.870985068,8501.17941913495,1662579.1224641448,0.0,713585.0881493223,0.0,0.0,4356111.468150271,0.0,17060.992291997063,17328.6656840312,12028.961220339454,0.0,0.0,10850434.089814609,641.6364855039778,90115.307406383,0.0,1483589.5506003594,0.0,0.0
Russia,Commodity,P- and other fertiliser,92208977.72413646,1288524.2227206717,15832069.430544753,0.0,45090287.57112862,0.0,0.0,120418037.65091896,19.775464741419146,1004536.8578813316,2045360.0991134248,17081055.26543202,0.0,0.0,222126243.24606767,122818.07969055945,2164594.6586043835,0.0,1327179008.9093564,0.0,0.0
Russia,Commodity,Chemicals nec,370654825.4547312,292513.3135585311,405267352.69155353,39614.13807674639,32655591.419279587,0.0,0.0,6775363653.8855,12690323.830478664,356792437.3019492,2918836.8187059406,34091454.28533466,0.0,0.0,7567033228.226109,86441832.50700335,51605380.77367033,0.0,514100099.7357391,0.0,0.0
Russia,Commodity,Charcoal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Additives/Blending Components,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Biogasoline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974232.871244001,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Biodiesels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496032.5128657734,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Other Liquid Biofuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423205.8635019039,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Rubber and plastic products (25),178100168.8043556,0.0,0.0,4978753.153080534,3926461.791311668,0.0,0.0,727084011.1637099,22536.852039115118,807494.4768142176,25213161.604762696,4099630.9112446452,0.0,0.0,0.0,3054709.1296935906,0.0,0.0,45324250.09291516,0.0,0.0
Russia,Commodity,Glass and glass products,0.0,0.0,0.0,562860.135001691,3191808.07151547,0.0,0.0,46445087.37709191,138.7064531010891,5775.52410273045,5381374.010094034,484397.4614991684,0.0,0.0,0.0,15326904.441431155,50471716.48226378,0.0,292493716.2830501,0.0,0.0
Russia,Commodity,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Ceramic goods,31464229.398013845,0.0,0.0,252717.38949006575,1079349.964575514,0.0,0.0,115646167.89951172,0.0,0.0,13680.250895305702,87351.46652038695,0.0,0.0,782646617.7948865,0.0,0.0,0.0,216483277.2145553,0.0,0.0
Russia,Commodity,"Bricks, tiles and construction products, in baked clay",63.27702449075226,0.0,0.0,38.08682019683248,44.25187014248833,0.0,0.0,15145.305399097822,0.0,0.0,0.0,0.0,0.0,0.0,2707451.9009866053,0.0,0.0,0.0,9486343.007640116,0.0,0.0
Russia,Commodity,"Cement, lime and plaster",61461.85639504293,0.0,0.0,54736.23591713209,240212.253597148,0.0,0.0,138250.3757986673,0.0,0.0,37489.60223367436,49512.968808370984,0.0,0.0,30459934.66573666,0.0,0.0,0.0,684430171.5012012,0.0,0.0
Russia,Commodity,"Ash for treatment, Re-processing of ash into clinker",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Other non-metallic mineral products,101088378.09297404,0.0,0.0,348723.1719224705,2025018.2621529654,0.0,0.0,221872881.67586073,91.12203723603669,2523.02060571898,120393.39035568431,256858.7643087143,0.0,0.0,1419434405.7863438,36854449.28504477,116564134.38374712,0.0,221004488.6905937,0.0,0.0
Russia,Commodity,Basic iron and steel and of ferro-alloys and first products thereof,6284.779224636076,0.0,0.0,4962064.41721397,88121374.4245064,0.0,0.0,26367304.45169442,0.0,0.0,88141263.62572542,1593182585.9224489,0.0,0.0,84971453.02636744,0.0,0.0,0.0,4752861.781675197,0.0,0.0
Russia,Commodity,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Precious metals,151415.3341038572,0.0,0.0,17665359.8905292,4245095.719468021,0.0,0.0,36777672.55162668,0.0,0.0,15466785.712761698,195013913.6332471,0.0,0.0,0.0,0.0,0.0,0.0,151265179.63505694,0.0,0.0
Russia,Commodity,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Aluminium and aluminium products,557886.4780957857,0.0,0.0,4236435.878668704,41674099.09994998,0.0,0.0,4932136.694124818,0.0,0.0,4501234.26611244,188721025.83605525,0.0,0.0,0.0,0.0,0.0,0.0,720093837.4153001,0.0,0.0
Russia,Commodity,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,"Lead, zinc and tin and products thereof",0.0,0.0,0.0,4148790.4545905525,2700956.9695867402,0.0,0.0,0.0,0.0,0.0,4870474.029312422,1971634.6768422057,0.0,0.0,0.0,0.0,0.0,0.0,148254416.45432237,0.0,0.0
Russia,Commodity,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Copper products,0.0,0.0,0.0,22114410.388352774,40939081.51512416,0.0,0.0,0.0,0.0,0.0,34412064.87349511,17856311.740294497,0.0,0.0,0.0,0.0,0.0,0.0,542955487.4618882,0.0,0.0
Russia,Commodity,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Other non-ferrous metal products,1540268.8682690586,0.0,0.0,9427.094518753302,44597535.58900297,0.0,0.0,11312645.068112941,0.0,0.0,596295.9186806657,4226741.211104232,0.0,0.0,0.0,0.0,0.0,0.0,1025189239.4512956,0.0,0.0
Russia,Commodity,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Commodity,Foundry work services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148314070.1721646,0.0,0.0
Russia,Commodity,"Fabricated metal products, except machinery and equipment (28)",43108107.406799525,0.0,0.0,35612869.76775971,2835473.8655890166,0.0,0.0,328305458.37591404,221767.59551806143,194188.25820811483,436744093.350149,4690817.319919077,0.0,0.0,37236524028.616005,146317225.66879314,415911161.853031,4066511111.775472,6851028304.096526,0.0,0.0
Russia,Commodity,Machinery and equipment n.e.c. (29),5066414.521339172,179522.2128038243,43042.184885489194,443941922.0321145,8698029.750119539,0.0,0.0,600232144.7676905,327179.1715377844,361339.6233464861,3949493767.9554453,34894823.56359072,0.0,0.0,3658260374.469472,229470288.84525883,153913354.63291508,17092044820.21342,3019640690.136385,0.0,0.0
Russia,Commodity,Office machinery and computers (30),4644823.567064608,3488.9361785135216,503.1803431235604,1701478.5856392789,237284.8591757875,0.0,0.0,46055984.18236291,1341.9540756404053,15980.337528484079,146018231.82072836,15745642.791458718,0.0,0.0,0.0,392658.0993418423,289.92284942616874,81312.10513889744,0.0,0.0,0.0
Russia,Commodity,Electrical machinery and apparatus n.e.c. (31),21792576.991108958,0.0,2020.617208830131,75161878.46250245,5626146.072562854,0.0,0.0,307629075.43441993,2442186.0841080053,493571.3855107916,737543030.2279013,344232842.78303653,0.0,0.0,381939843.47244805,2256231.405662125,867.8659968340835,180854.97723052956,292687210.47265273,0.0,0.0
Russia,Commodity,"Radio, television and communication equipment and apparatus (32)",8031007.43674107,256341.7022593973,25303.514147750608,3479996.2924487707,837878.3037488596,0.0,0.0,346851867.49798846,4016461.9105512304,5214844.646825655,387375054.2606018,102680742.81521921,0.0,0.0,175195308.4283315,14733669.715839572,4725.022632338904,127409.36970953336,96770223.429109,0.0,0.0
Russia,Commodity,"Medical, precision and optical instruments, watches and clocks (33)",50255881.219089456,297715.7700348514,5038659.13972826,84237432.93786716,5983424.561503269,0.0,0.0,273812899.355908,66.1664955939504,21977819.780738126,917352727.1453459,22780649.50720332,0.0,0.0,80905665.12807707,883811.449893713,214988.49820402957,201351.39625009344,290545448.70644945,0.0,0.0
Russia,Commodity,"Motor vehicles, trailers and semi-trailers (34)",103941446.24311583,419750.2704492931,55905.71080260387,133356199.14650555,5021798.763202272,0.0,0.0,1679947578.854276,583300.0519534878,625907.3688890855,1373887258.4648798,169934266.37552303,0.0,0.0,615083715.8964443,10296600.519258937,8036.824695785877,295331.1474463718,609413735.8765572,0.0,0.0
